,Диаметр экспл.колонны,Буферное давление,Давление в линии,Динамическая высота,Затрубное давление,Обводненность,Глубина спуска,Давление на приеме
387,146.8,22.0,21.2,2218.0,24.1,12.0,2285.0,30.0
388,146.8,16.0,15.0,2319.0,17.0,83.0,2335.0,17.0
389,146.8,23.0,22.0,3179.0,25.2,24.0,3221.0,27.0
390,146.8,14.6,13.6,2294.0,14.2,26.0,2328.34,17.0
391,146.8,19.9,18.9,2898.0,19.3,28.0,2926.84,20.0
392,146.8,17.0,16.1,1999.0,17.1,25.0,2331.3,37.0
393,159.6,9.3,8.3,2637.0,10.2,76.0,2765.0,14.0
394,146.8,18.9,17.9,2751.0,20.1,31.0,2785.0,31.0
395,146.8,14.0,13.0,2647.0,13.9,69.0,2667.72,13.9
396,146.8,18.5,17.5,2416.0,18.9,87.0,2429.25,22.0
397,146.8,25.0,24.0,2172.0,27.5,36.0,2310.0,34.0
398,146.8,15.0,14.0,2210.0,15.0,25.0,2263.15,20.0
399,146.8,15.5,14.5,1652.0,15.7,38.0,2344.0,78.0
400,,22.0,21.0,1408.0,22.8,46.0,2678.0,120.0
401,146.8,27.0,26.0,2615.0,28.2,44.0,2643.0,32.0
402,146.8,25.5,24.9,2790.0,26.3,57.0,2805.0,31.0
403,146.8,16.2,15.3,2489.0,15.9,30.0,2538.2,17.0
404,146.8,15.0,14.0,2612.0,16.2,35.0,2728.04,29.0
405,146.8,21.2,20.2,2980.0,21.1,28.0,3053.0,27.0
406,146.8,19.0,18.0,2546.0,19.9,34.0,2581.0,23.0
407,159.6,21.0,20.2,2435.0,21.4,11.0,2659.0,40.0
408,146.8,18.0,17.0,2320.0,18.5,56.0,2345.64,22.0
409,146.8,16.4,15.9,2055.0,16.8,58.0,3071.1,108.0
410,146.8,16.3,15.3,2810.0,17.8,15.0,2820.61,20.0
411,146.8,18.0,17.2,2717.0,19.3,38.0,3077.98,36.0
412,146.8,19.0,17.4,3008.0,20.0,51.0,3036.0,27.0
413,146.8,18.5,17.5,2708.0,20.2,80.0,2802.0,27.0
414,146.8,8.5,7.2,2760.0,8.6,93.0,2865.12,15.0
415,146.8,19.2,18.2,2236.0,20.0,67.0,2450.0,24.0
416,146.8,18.5,17.5,2657.0,18.9,35.0,2702.0,21.0
417,146.8,28.5,27.5,2217.0,29.2,42.0,2310.0,39.0
418,159.6,9.0,8.0,2418.0,10.0,65.0,2525.0,20.0
419,146.8,17.4,16.4,2245.0,17.3,54.0,2412.84,23.0
420,146.8,16.8,15.8,2864.0,17.3,74.0,2968.57,21.0
421,157.2,7.0,6.1,2658.0,7.5,13.0,2664.03,10.0
422,157.2,7.1,6.1,2145.0,7.6,43.0,2619.0,34.0
423,157.2,24.0,5.6,2360.0,6.7,54.0,2380.0,8.0
424,146.8,16.7,15.7,2771.0,17.2,76.0,2822.0,22.0
425,146.8,8.2,7.2,2726.0,8.6,95.0,2865.12,14.0
426,146.8,6.6,5.6,2556.0,6.4,32.0,2556.04,9.0
427,146.8,8.3,7.3,2390.0,9.0,75.0,2442.0,15.0
428,146.8,27.0,26.0,2458.0,28.0,87.0,2461.0,27.0
429,150.2,18.5,17.5,2273.0,18.4,46.0,2298.0,20.0
430,146.8,18.7,17.7,2362.0,19.0,57.0,2403.0,26.0
431,146.8,17.0,16.0,2593.0,17.0,84.0,2665.61,22.0
432,146.8,15.0,14.0,2905.0,14.5,21.0,2980.97,20.0
433,157.2,6.7,5.8,2660.0,7.4,17.0,2664.03,10.0
434,159.6,20.1,19.1,2746.0,20.6,77.0,2810.0,29.0
435,159.6,16.0,15.0,2372.0,16.0,38.0,2535.0,30.0
436,146.8,18.4,17.7,2638.0,18.6,32.0,2702.0,21.0
437,146.8,22.7,21.7,2755.0,23.9,29.0,2881.45,39.0
438,146.8,18.8,17.8,2525.0,20.4,26.0,2581.0,23.0
439,146.8,9.7,8.7,2546.0,9.0,68.0,2605.43,12.0
440,146.8,18.8,17.8,2440.0,23.1,68.0,2450.0,25.0
441,146.8,18.0,17.3,2914.0,18.0,40.0,2926.0,23.0
442,129.0,18.0,17.0,2259.0,18.0,93.0,2262.0,18.0
443,146.8,16.7,15.6,2231.0,17.5,87.0,2269.32,23.0
444,146.8,17.0,16.0,2362.0,18.1,38.0,2555.0,33.0
445,146.8,17.6,16.7,2112.0,18.5,24.0,2979.3,72.0
446,157.2,7.1,6.0,2350.0,6.9,36.0,2359.0,10.0
447,146.8,18.0,16.6,2716.0,18.4,50.0,2750.0,21.0
448,146.8,15.6,14.6,2322.0,16.8,80.0,2335.0,17.0
449,157.2,6.5,5.9,2232.0,8.2,45.0,2327.0,8.0
450,146.8,7.7,6.6,2859.0,8.3,93.0,2865.12,15.0
451,146.8,15.9,14.9,2748.0,14.9,31.0,2957.68,21.0
452,146.8,16.8,15.8,3016.0,17.3,35.0,3027.0,22.0
453,146.8,12.0,11.0,3085.0,13.0,32.0,3200.34,17.0
454,146.8,17.2,16.2,2219.0,18.1,35.0,2748.36,57.0
455,146.8,20.0,19.0,2217.0,20.1,80.0,2353.0,25.0
456,146.8,22.8,21.8,2625.0,23.4,14.0,2632.0,28.0
457,146.8,21.4,20.4,2349.0,21.5,18.0,2367.13,23.0
458,159.6,23.0,22.0,2036.0,24.5,48.0,3190.0,110.0
459,157.2,6.3,5.4,2652.0,6.8,20.0,2664.03,8.0
460,146.8,20.1,18.6,2446.0,19.8,91.0,2456.0,20.0
461,146.8,16.8,15.8,2581.0,17.3,78.0,2614.6,20.0
462,157.2,6.8,6.0,2361.0,7.6,41.0,2619.0,31.0
463,146.8,16.2,15.2,2236.0,17.4,48.0,2310.1,25.0
464,146.8,21.0,20.0,3010.0,22.4,41.0,3106.26,27.0
465,146.8,30.0,23.5,2021.0,24.7,76.0,2289.0,39.0
466,159.6,20.0,19.3,2630.0,19.2,70.0,2810.0,20.0
467,159.6,8.6,7.6,2615.0,10.1,60.0,2625.0,11.0
468,146.8,14.0,13.0,2359.0,14.0,68.0,2440.2,21.0
469,146.8,8.7,7.8,1527.0,9.9,46.0,3149.59,42.0
470,146.8,15.9,14.9,2475.0,15.8,84.0,2500.28,18.0
471,146.8,20.0,19.0,2346.0,21.6,20.0,2414.97,27.0
472,146.8,17.5,16.4,2602.0,18.3,54.0,2782.0,35.0
473,146.8,22.0,21.2,2023.0,23.7,44.0,2289.2,41.0
474,146.8,17.0,16.0,2022.0,17.6,26.0,2302.04,43.0
475,146.8,21.4,20.6,2211.0,21.6,45.0,2269.32,29.0
476,150.2,20.8,19.8,2478.0,0.9,64.0,2548.0,7.0
477,159.6,8.6,7.7,2430.0,9.6,61.0,2525.0,20.0
478,146.8,17.7,16.7,2230.0,18.2,76.0,2269.32,22.0
479,150.2,18.8,17.8,2282.0,19.8,45.0,2298.0,21.0
480,146.8,6.6,5.6,2543.0,6.5,32.0,2556.04,9.0
481,146.8,27.5,26.5,2211.0,28.7,41.0,2270.56,30.0
482,159.6,20.2,19.2,2604.0,20.6,64.0,2810.0,19.0
483,159.6,16.0,14.6,3154.0,17.9,64.0,3185.0,20.0
484,146.8,13.8,12.8,2368.0,14.1,68.0,2440.2,19.0
485,159.6,24.0,23.4,2377.0,24.6,52.0,2900.0,69.0
486,146.8,27.5,26.0,1315.0,26.6,84.0,2604.0,40.0
487,146.8,23.0,22.0,2317.0,23.4,25.0,2416.0,30.0
488,146.8,8.7,7.8,2811.0,8.5,90.0,2865.12,14.0
489,146.8,17.0,16.2,2501.0,18.7,43.0,2710.63,38.0
490,157.0,7.0,6.0,2315.0,7.9,25.0,2322.33,9.0
491,146.8,25.0,24.0,2651.0,26.2,57.0,2678.0,29.0
492,146.8,18.0,17.0,2130.0,18.4,19.0,2426.64,21.0
493,157.2,6.6,5.6,2530.0,7.0,80.0,2590.0,9.0
494,146.8,15.5,14.7,2330.0,16.0,21.0,2387.49,23.0
495,146.8,17.5,16.0,2843.0,17.3,15.0,2933.22,24.0
496,146.8,23.0,22.0,2367.0,24.0,90.0,2680.0,33.0
497,146.8,21.0,20.0,2818.0,21.5,73.0,2875.29,27.0
498,146.8,21.2,20.2,3103.0,21.5,34.0,3140.39,24.0
499,146.8,17.7,16.7,2570.0,18.2,48.0,2587.73,22.0
500,146.8,7.0,6.0,2386.0,8.0,44.0,2507.11,20.0
501,146.8,27.0,16.0,2155.0,17.8,66.0,2304.73,22.0
502,146.8,17.5,16.5,2897.0,18.0,60.0,2909.24,22.0
503,146.8,14.5,13.5,2388.0,15.0,76.0,2560.0,32.0
504,146.8,16.0,15.4,2112.0,18.0,27.0,2269.32,29.0
505,146.8,23.0,22.0,2657.0,24.3,86.0,2665.61,25.0
506,147.0,21.0,6.4,2704.0,7.4,80.0,2779.0,9.0
507,146.8,18.0,16.6,2842.0,17.2,30.0,3053.0,23.0
508,146.8,17.1,16.1,2853.0,18.2,63.0,2909.24,23.0
509,146.8,18.0,17.0,2155.0,17.8,87.0,2245.0,20.0
510,159.6,19.8,18.8,2496.0,20.0,25.0,2561.76,25.0
511,146.8,27.0,26.0,1895.0,27.9,80.0,2289.0,53.0
512,146.8,22.5,21.5,2272.0,22.7,60.0,2287.0,37.0
513,146.8,20.0,19.0,2396.0,17.0,51.0,2821.0,50.0
514,157.2,7.1,6.1,2148.0,7.6,59.0,2365.0,11.0
515,146.8,20.0,19.0,2888.0,19.5,83.0,3067.0,35.0
516,146.8,19.4,17.6,2164.0,19.0,74.0,2475.0,46.0
517,146.8,23.5,22.7,2455.0,20.5,84.0,2456.0,24.0
518,146.8,15.6,15.0,2635.0,16.5,20.0,2727.16,19.0
519,146.8,27.0,26.0,2213.0,27.0,76.0,2854.0,71.0
520,159.6,20.0,19.2,2890.0,20.5,68.0,2900.0,22.0
521,146.8,23.0,22.0,2792.0,23.7,62.0,2875.29,31.0
522,159.6,19.9,18.9,2941.0,20.4,94.0,2968.0,24.0
523,157.2,6.6,5.6,2376.0,7.1,67.0,2377.28,9.0
524,146.8,21.0,19.0,2321.0,20.5,8.0,2362.0,25.0
525,146.8,18.1,17.1,1994.0,18.1,27.0,2258.15,40.0
526,157.2,6.4,5.4,2369.0,7.1,72.0,2377.28,9.0
527,150.2,26.5,26.0,2653.0,27.5,16.0,2725.0,35.0
528,146.8,9.5,8.5,1963.0,11.0,62.0,2605.43,63.0
529,146.8,20.0,19.6,2401.0,20.5,59.0,2412.84,22.0
530,159.6,15.0,15.0,2539.0,16.6,31.0,2561.76,20.0
531,146.8,23.0,22.0,2115.0,23.3,38.0,2250.0,30.0
532,146.8,16.0,15.0,2759.0,17.0,59.0,2782.0,17.0
533,146.8,16.2,15.2,2264.0,16.7,92.0,2316.77,20.0
534,157.2,12.0,6.0,2592.0,7.6,84.0,2618.0,9.0
535,146.8,27.0,26.0,2368.0,27.0,76.0,2854.0,68.0
536,146.8,27.0,26.0,2164.0,27.2,36.0,2311.0,39.0
537,146.8,23.0,22.0,2444.0,25.4,35.0,2576.0,30.0
538,146.8,19.5,18.5,2378.0,20.3,33.0,2532.08,28.0
539,146.8,20.0,19.0,2358.0,20.7,56.0,2412.84,23.0
540,159.6,28.5,27.5,2564.0,27.9,62.0,2622.0,33.0
541,146.8,23.0,21.2,2530.0,23.0,53.0,2582.0,31.0
542,146.8,18.1,17.1,2834.0,18.5,78.0,2871.0,24.0
543,146.8,14.0,13.0,2285.0,14.0,86.0,2304.0,15.0
544,146.8,18.0,16.6,2279.0,17.2,66.0,2331.3,22.0
545,146.8,9.0,8.4,2386.0,9.7,28.0,2402.22,16.0
546,146.8,20.6,19.9,2218.0,20.4,59.0,2270.56,21.0
547,146.8,17.0,16.0,2557.0,18.2,56.0,2580.0,22.0
548,157.0,7.3,6.3,2430.0,9.5,41.0,2435.0,17.0
549,159.6,10.0,9.0,2792.0,10.0,60.0,2820.27,13.0
550,146.8,16.0,15.0,2182.75,17.0,27.0,2237.0,22.0
551,146.8,14.5,13.5,2784.0,15.2,37.0,2803.34,18.0
552,159.6,16.2,15.2,2532.0,17.6,31.0,2561.76,21.0
553,146.8,22.6,22.2,2161.0,23.6,55.0,2270.74,29.0
554,146.8,16.5,15.5,2502.0,16.6,29.0,2748.36,39.0
555,146.8,18.4,17.4,2918.0,18.6,40.0,2926.0,22.0
556,146.8,18.6,17.6,2899.0,19.1,40.0,2926.0,23.0
557,157.0,7.0,6.0,2762.0,7.0,88.0,2779.0,13.0
558,146.8,16.3,15.3,2857.0,15.5,77.0,2909.24,20.0
559,146.8,21.6,20.6,2746.0,22.2,78.0,2802.0,27.0
560,146.8,15.0,14.5,2516.0,16.0,43.0,2653.0,28.0
561,146.8,17.0,16.0,2385.0,19.7,73.0,2890.0,25.0
562,146.8,18.0,17.4,2322.0,18.2,90.0,2354.91,20.0
563,146.8,20.9,19.9,2769.0,21.4,81.0,2802.0,28.0
564,146.8,21.0,20.0,2235.0,21.5,18.0,2416.0,33.0
565,146.8,15.5,14.5,2791.0,16.2,22.0,3034.33,32.0
566,146.8,17.0,16.0,2853.0,17.2,82.0,2909.24,21.0
567,146.8,22.0,21.0,2067.0,23.0,23.0,2281.0,38.0
568,146.8,13.9,12.9,2600.0,14.0,65.0,2623.49,16.0
569,146.8,17.5,17.0,2260.0,18.0,84.0,2335.0,20.0
570,146.8,9.5,8.3,2811.0,10.2,60.0,2842.0,14.0
571,146.8,14.0,13.0,2584.0,14.5,65.0,2623.49,16.0
572,146.8,21.0,18.7,2618.0,20.2,43.0,2662.49,24.0
573,146.8,22.2,21.4,2615.0,23.0,12.0,2632.0,27.0
574,150.2,20.0,19.0,2087.0,21.6,77.0,2140.0,27.0
575,146.8,27.0,26.0,2458.0,27.8,82.0,2461.0,30.0
576,159.6,18.0,17.3,2680.0,19.5,50.0,2825.8,22.0
577,146.8,27.0,26.0,2337.0,29.0,29.0,2450.0,40.0
578,146.8,20.2,20.0,2310.0,20.3,28.0,2328.34,28.0
579,146.8,16.5,15.5,2670.0,16.5,48.0,2702.0,18.0
580,146.8,23.0,22.0,2599.0,23.2,38.0,2731.0,35.0
581,146.8,20.5,19.6,2584.0,20.0,19.0,2653.0,28.0
582,146.8,19.5,18.5,2685.0,20.7,45.0,2728.04,25.0
583,146.8,14.5,13.5,2730.0,14.8,60.0,2750.0,17.0
584,146.8,20.4,19.4,2570.0,21.1,20.0,2653.0,28.0
585,150.2,22.0,21.0,1688.0,23.0,49.0,2298.0,76.0
586,146.8,14.5,13.5,2043.0,15.0,31.0,2199.99,27.0
587,146.8,13.0,12.6,2730.0,14.0,45.0,2731.0,19.0
588,150.2,14.5,13.5,2069.0,15.0,63.0,2140.0,21.0
589,146.8,28.0,27.0,2221.0,26.3,48.0,2637.0,46.0
590,146.8,24.0,18.0,3168.0,19.4,68.0,3311.0,20.0
591,146.8,9.0,8.3,2604.0,9.6,74.0,2605.43,10.0
592,146.8,19.7,18.7,2474.0,19.1,28.0,2785.0,35.0
593,159.6,16.7,15.7,2744.0,17.2,50.0,2825.8,22.0
594,146.8,13.7,12.7,2682.0,14.1,70.0,2733.7,18.0
595,146.8,21.0,20.0,2238.0,21.0,24.0,2250.78,25.0
596,146.8,19.0,18.4,2273.0,20.0,64.0,2321.36,27.0
597,159.6,25.0,24.0,2679.0,0.8,55.0,2900.0,19.0
598,146.8,18.0,17.8,2195.0,17.9,62.0,2270.56,18.0
599,146.8,10.9,9.9,2218.0,11.8,25.0,2250.65,16.0
600,147.0,15.0,5.7,2756.0,7.4,71.0,2779.0,8.0
601,146.8,19.8,18.8,2730.0,20.8,35.0,2772.49,31.0
602,159.6,12.0,10.6,2340.0,12.0,53.0,2670.0,36.0
603,146.8,20.0,19.0,2742.0,21.7,58.0,2782.0,23.0
604,146.8,15.5,14.7,3024.0,15.9,48.0,3049.43,22.0
605,146.8,17.6,16.6,2078.0,18.2,25.0,2532.08,58.0
606,157.0,6.2,5.2,2770.0,7.0,95.0,2779.0,12.0
607,146.8,17.3,16.3,2869.0,18.5,32.0,2947.0,25.0
608,159.6,18.5,17.5,1330.0,13.1,58.0,2900.0,144.0
609,146.8,18.4,17.4,2560.0,18.8,63.0,2654.0,28.0
610,159.6,21.0,20.0,808.0,17.0,78.0,2570.0,171.0
611,157.2,30.0,6.2,2362.0,7.3,50.0,2380.0,9.0
612,146.8,27.0,26.0,2669.0,27.8,47.0,2680.0,36.0
613,146.8,20.4,18.0,3019.0,20.0,36.0,3036.0,27.0
614,146.8,11.6,10.6,2730.0,11.2,92.0,2750.36,17.0
615,146.8,20.6,19.6,2344.0,21.1,49.0,2349.0,24.0
616,146.8,17.0,5.8,2459.0,8.0,79.0,2477.0,11.0
617,146.8,27.0,26.0,2800.0,27.1,64.0,2805.0,31.0
618,159.6,9.3,8.3,2614.0,10.2,65.0,2670.19,16.0
619,146.8,20.6,19.6,2619.0,21.1,74.0,2650.0,28.0
620,146.8,16.2,15.6,2421.0,18.1,46.0,2782.0,43.0
621,157.2,7.0,6.0,2319.0,7.6,54.0,2359.0,10.0
622,146.8,18.8,17.8,2396.0,18.1,88.0,2456.0,20.0
623,129.0,21.9,20.9,2238.0,22.3,88.0,2262.0,24.0
624,146.8,16.5,15.5,2556.0,17.0,62.0,2587.73,22.0
625,146.8,27.0,26.0,2393.0,28.0,35.0,2450.0,33.0
626,146.8,16.6,15.6,2634.0,17.1,66.0,2691.0,23.0
627,146.8,1.0,0.5,2232.0,2.2,56.0,2270.74,7.0
628,146.8,23.0,22.0,2191.0,23.4,27.0,2281.0,32.0
629,146.8,25.0,11.0,2498.0,12.0,22.0,2621.93,20.0
630,146.8,8.5,7.8,2654.0,10.7,36.0,2760.0,20.0
631,146.8,23.3,22.3,2579.0,24.2,31.0,2786.0,34.0
632,159.6,9.2,8.2,2656.0,9.6,18.0,2720.0,12.0
633,146.8,7.0,6.2,2357.0,8.0,34.0,2366.0,16.0
634,146.8,17.4,16.4,2276.0,17.6,40.0,2412.84,24.0
635,146.8,23.0,22.5,2222.0,23.9,41.0,2280.0,26.0
636,146.8,6.8,5.8,2168.0,7.4,28.0,2556.04,24.0
637,146.8,20.3,19.3,2721.0,21.0,84.0,2802.0,29.0
638,146.8,19.7,18.7,3008.0,19.5,52.0,3106.26,27.0
639,146.8,13.5,12.6,2828.0,14.2,58.0,2832.87,33.0
640,146.8,23.0,22.0,2451.0,19.0,84.0,2456.0,21.0
641,146.8,23.0,22.8,2221.0,24.2,89.0,2245.6,27.0
642,146.8,14.0,13.6,2154.0,15.2,49.0,2234.01,18.0
643,146.8,17.8,16.8,2881.0,18.2,27.0,3077.98,38.0
644,146.8,18.1,17.1,2442.0,18.6,92.0,2456.0,21.0
645,146.8,19.0,18.1,2174.0,18.3,90.0,2456.0,20.0
646,157.2,30.0,5.7,2358.0,6.6,54.0,2380.0,9.0
647,146.8,23.0,22.0,2765.0,24.2,18.0,2820.61,28.0
648,157.0,7.0,6.0,2325.0,7.3,46.0,2370.17,11.0
649,146.8,13.0,12.0,2274.0,14.5,90.0,2304.0,17.0
650,146.8,17.1,16.1,3091.0,17.6,35.0,3098.94,20.0
651,146.8,23.0,22.0,2914.0,23.0,36.0,2926.0,27.0
652,146.8,19.0,18.0,2553.0,20.2,40.0,2572.26,27.0
653,146.8,16.4,15.4,2724.0,16.2,70.0,2822.0,21.0
654,149.0,21.0,20.0,2028.0,17.4,50.0,2975.0,125.0
655,146.8,9.5,8.5,2533.0,8.6,42.0,2605.43,14.0
656,157.2,7.0,6.1,2214.0,7.6,48.0,2619.0,34.0
657,150.2,18.0,17.0,2100.0,18.2,54.0,2140.0,23.0
658,146.8,16.0,15.0,2359.0,16.0,84.0,2429.25,22.0
659,146.8,7.2,6.2,2271.0,8.1,,2366.0,16.0
660,146.8,16.9,15.9,2921.0,17.4,48.0,2926.0,23.0
661,146.8,21.3,20.3,2741.0,21.8,80.0,2802.0,28.0
662,146.8,18.4,17.4,2426.0,18.9,84.0,2479.0,25.0
663,150.2,23.0,22.0,2525.0,23.3,52.0,2555.0,26.0
664,157.2,6.7,5.7,2370.0,7.1,69.0,2377.28,9.0
665,146.8,23.0,22.0,2862.0,23.4,64.0,2870.0,32.0
666,146.8,16.6,15.6,2476.0,17.5,25.0,2559.0,22.0
667,146.8,19.5,18.5,2186.0,19.8,88.0,2245.6,21.0
668,146.8,15.0,14.0,3050.0,15.0,41.0,3099.23,19.0
669,146.8,23.0,22.0,2869.0,23.0,58.0,2870.0,30.0
670,146.8,14.7,13.7,2208.0,15.0,24.0,2263.15,21.0
671,146.8,21.0,20.0,2347.0,22.3,16.0,2367.13,24.0
672,146.8,28.0,10.0,2583.0,11.5,20.0,2621.93,15.0
673,146.8,11.0,10.0,2562.0,12.0,24.0,2591.13,16.0
674,146.8,20.5,19.5,2320.0,22.5,8.0,2362.0,27.0
675,146.8,20.1,19.1,2250.0,21.8,40.0,2310.0,23.0
676,146.8,22.0,21.0,2206.0,23.2,84.0,2235.0,26.0
677,146.8,20.6,19.6,3015.0,21.9,36.0,3036.0,29.0
678,146.8,20.7,19.7,2370.0,21.2,45.0,2427.0,27.0
679,157.0,6.2,5.2,2322.0,6.7,72.0,2340.0,12.0
680,146.8,20.0,19.1,2368.0,20.1,57.0,2412.84,22.0
681,159.6,20.0,19.1,2557.0,18.9,86.0,2570.0,19.0
682,147.2,7.5,6.0,2362.0,6.7,43.0,2520.84,30.0
683,146.8,23.0,22.0,2230.0,22.7,58.0,2338.34,29.0
684,146.8,18.0,17.4,2594.0,18.5,90.0,2680.0,26.0
685,146.8,20.0,19.0,2492.0,20.7,40.0,2555.0,29.0
686,146.8,16.3,15.4,3070.0,17.0,57.0,3107.61,23.0
687,146.8,14.0,12.5,2175.0,14.5,80.0,2189.2,16.0
688,157.0,6.5,6.0,2330.0,7.0,68.0,2340.0,12.0
689,159.6,16.5,15.5,2639.0,17.8,59.0,2662.0,21.0
690,146.8,17.1,16.1,2450.0,17.8,22.0,2532.08,25.0
691,146.8,20.3,19.3,2393.0,21.7,60.0,2412.84,22.0
692,146.8,25.0,24.0,2226.0,25.0,40.0,2349.0,28.0
693,146.8,21.0,20.0,2230.0,21.5,56.0,2270.74,26.0
694,157.0,6.1,5.1,2760.0,6.8,92.0,2779.0,12.0
695,146.8,14.2,13.2,1903.0,15.3,77.0,2189.2,36.0
696,146.8,19.9,18.9,2195.0,19.0,88.0,2456.0,21.0
697,146.8,6.4,5.4,2546.0,6.9,40.0,2556.04,9.0
698,147.0,7.0,6.0,2694.0,7.4,84.0,2779.0,12.0
699,146.8,15.0,8.6,2450.0,10.6,56.0,2605.0,25.0
700,159.6,19.0,18.0,2789.0,19.5,48.0,2825.8,23.0
701,146.8,9.5,8.3,2812.0,10.0,62.0,2842.0,12.0
702,157.0,7.0,6.0,2322.0,7.0,46.0,2370.17,13.0
703,157.2,6.9,5.9,2283.0,8.0,60.0,2365.0,11.0
704,146.8,16.9,15.9,2287.0,17.4,24.0,2328.34,21.0
705,146.8,20.0,19.0,2989.0,22.0,94.0,3049.43,22.0
706,150.2,13.6,12.6,2228.0,14.0,68.0,2229.54,15.0
707,146.8,26.6,26.0,2249.0,27.2,76.0,2289.2,31.0
708,146.8,30.0,19.0,2230.0,20.0,40.0,2290.0,31.0
709,146.8,15.0,13.5,1733.0,15.6,52.0,2234.01,40.0
710,146.8,13.8,12.8,2271.0,13.9,84.0,2304.0,16.0
711,159.6,15.0,14.0,2589.0,15.0,71.0,2662.0,20.0
712,146.8,14.9,13.9,2740.0,15.0,53.0,2756.0,17.0
713,146.8,22.0,21.0,2231.0,22.2,88.0,2353.0,25.0
714,146.8,23.5,22.5,2635.0,23.4,25.0,2643.0,26.0
715,159.6,20.8,18.5,2449.0,21.6,38.0,2535.0,27.0
716,146.8,17.3,16.3,3064.0,17.8,39.0,3099.23,22.0
717,159.6,20.6,19.6,2938.0,21.2,88.0,2968.0,25.0
718,146.8,20.6,19.5,2331.0,21.2,20.0,2403.0,30.0
719,157.0,7.0,6.1,2134.0,8.0,47.0,2322.33,24.0
720,146.8,20.6,19.6,2591.0,21.1,18.0,2653.0,27.0
721,146.8,18.8,17.8,2820.0,19.0,68.0,2875.29,23.0
722,146.8,26.0,25.0,2545.0,27.2,23.0,2632.0,34.0
723,159.6,9.5,8.4,2319.0,9.9,8.0,2824.0,23.0
724,146.8,9.0,8.0,2784.0,8.0,91.0,2865.12,32.0
725,146.8,16.0,15.0,2716.0,16.5,16.0,2803.34,24.0
726,146.8,11.0,10.0,2591.0,10.7,50.0,2656.0,16.0
727,149.0,8.5,7.5,2025.0,9.0,35.0,2349.1,14.0
728,159.6,8.7,7.7,2373.0,10.0,59.0,2820.27,22.0
729,146.8,20.5,19.5,2642.0,20.1,41.0,2710.63,25.0
730,146.8,18.5,17.5,2527.0,21.2,38.0,2581.98,24.0
731,146.8,17.5,16.5,2163.0,18.0,44.0,2782.0,53.0
732,146.8,16.1,15.1,2709.0,16.6,75.0,2728.04,19.0
733,146.8,19.8,18.8,2869.0,20.3,23.0,3150.23,29.0
734,146.8,21.5,20.6,2840.0,23.0,77.0,2875.29,26.0
735,146.8,5.8,4.9,2544.0,6.2,88.0,2551.94,8.0
736,157.2,9.0,8.5,2290.0,9.9,16.0,2350.0,14.0
737,146.8,16.3,15.6,2428.0,17.3,24.0,2559.0,23.0
738,146.8,16.7,15.7,2822.0,16.2,84.0,2835.0,22.0
739,157.2,7.0,6.0,2658.0,7.0,22.0,2664.03,11.0
740,147.0,7.0,6.0,2704.0,7.8,64.0,2779.0,16.0
741,146.8,21.2,20.2,3024.0,20.8,91.0,3049.43,24.0
742,159.6,15.0,14.0,2800.0,16.0,63.0,2831.82,20.0
743,146.8,30.0,24.0,2198.0,27.4,27.0,2280.0,30.0
744,157.2,7.0,6.2,2571.0,7.4,52.0,2593.84,16.0
745,146.8,18.0,18.0,2190.0,17.5,65.0,2270.56,18.0
746,146.8,27.0,26.0,2382.0,28.3,24.0,2450.0,37.0
747,159.6,20.0,19.0,2590.0,20.6,18.0,2662.0,23.0
748,146.8,19.8,18.8,2640.0,21.2,83.0,2665.61,23.0
749,146.8,17.0,16.0,2453.0,18.3,42.0,2782.0,45.0
750,146.8,11.5,10.8,2490.0,12.0,30.0,2491.11,16.0
751,146.8,14.9,13.9,2956.0,15.7,40.0,2980.75,21.0
752,157.2,7.0,6.2,2344.0,7.4,48.0,2359.0,10.0
753,157.2,6.2,5.2,2321.0,6.5,56.0,2380.0,8.0
754,157.2,6.5,5.4,2191.0,7.1,90.0,2365.0,21.0
755,146.8,17.6,16.6,2634.0,18.8,69.0,2650.0,24.0
756,146.8,14.5,13.7,2664.0,16.4,42.0,2728.04,26.0
757,146.8,18.1,17.1,2318.0,18.0,76.0,2320.0,20.0
758,146.8,15.0,5.7,2534.0,8.0,86.0,2541.07,9.0
759,146.8,16.4,15.4,2531.0,16.9,68.0,2587.73,22.0
760,146.8,20.6,19.6,2640.0,20.0,70.0,2790.0,24.0
761,146.8,27.0,26.0,2612.0,27.8,36.0,2643.0,32.0
762,146.8,20.2,19.2,2365.0,20.6,36.0,2427.0,26.0
763,146.8,13.7,12.7,2583.0,12.8,67.0,2667.72,13.0
764,146.8,19.5,18.3,2305.0,21.1,51.0,2338.34,29.0
765,146.8,16.5,15.5,2265.0,17.0,31.0,2328.34,22.0
766,146.8,15.4,14.4,2722.0,15.6,39.0,2731.0,23.0
767,146.8,27.0,26.0,1710.0,27.2,86.0,2289.0,81.0
768,159.6,16.1,15.1,2432.0,16.4,37.0,2535.0,29.0
769,146.8,19.2,18.2,2240.0,19.0,92.0,2290.32,22.0
770,146.8,7.7,6.6,2986.0,7.8,39.0,3030.0,14.0
771,157.2,6.4,5.4,2654.0,6.7,26.0,2664.03,7.0
772,149.0,9.6,8.5,2319.0,10.0,40.0,2349.14,12.0
773,146.8,16.0,15.0,2481.0,17.0,84.0,2500.28,18.0
