,Диаметр экспл.колонны,Буферное давление,Давление в линии,Динамическая высота,Затрубное давление,Обводненность,Глубина спуска,Давление на приеме
1969,157.2,6.8,5.8,2303.0,7.2,50.0,2365.0,12.0
1970,159.6,18.5,17.5,2491.0,19.8,20.0,2561.76,23.0
1971,146.8,25.5,24.5,2467.0,25.4,78.0,2637.0,33.0
1972,146.8,16.0,15.0,2481.0,16.3,86.0,2500.28,19.0
1973,146.8,23.0,22.0,2630.0,23.2,22.0,2643.0,26.0
1974,157.2,7.0,6.0,2620.0,9.1,28.0,2664.03,10.0
1975,146.8,21.0,20.0,2421.0,21.0,68.0,2481.0,24.0
1976,146.8,17.6,16.3,2071.0,17.1,68.0,3071.1,104.0
1977,146.8,18.5,17.5,2194.0,19.2,72.0,2269.32,24.0
1978,159.6,8.6,7.6,3060.0,10.3,89.0,3067.98,11.0
1979,150.2,15.0,13.0,2179.0,16.7,80.0,2229.54,21.0
1980,146.8,16.0,15.0,2805.0,16.8,63.0,2835.0,20.0
1981,146.8,22.6,21.6,2703.0,23.3,53.0,2870.0,37.0
1982,146.8,21.0,20.0,3054.0,20.6,37.0,3099.23,24.0
1983,150.2,25.0,24.0,2750.0,24.5,30.0,2820.0,29.0
1984,146.8,17.0,16.0,2258.0,17.8,52.0,2782.0,52.0
1985,146.8,15.6,14.6,2458.0,17.0,46.0,2710.63,39.0
1986,146.8,17.9,16.6,2644.0,18.5,62.0,2691.0,23.0
1987,146.8,12.0,11.0,2220.0,14.0,11.0,2250.65,18.0
1988,146.8,9.4,8.4,3046.0,9.6,25.0,3119.11,16.0
1989,146.8,16.0,15.0,2722.0,17.0,59.0,2750.0,19.0
1990,146.8,20.1,19.1,2734.0,21.4,88.0,2802.0,28.0
1991,146.8,16.3,15.3,2201.0,16.9,17.0,2367.13,28.0
1992,146.8,16.4,15.4,2760.0,17.0,76.0,2822.0,22.0
1993,146.8,17.2,15.7,2206.0,17.5,82.0,2245.52,19.0
1994,146.8,19.5,18.5,2576.0,21.2,33.0,2581.0,24.0
1995,157.2,7.0,6.2,2190.0,7.3,59.0,2365.0,13.0
1996,146.8,14.7,13.7,2288.0,14.8,26.0,2328.34,19.0
1997,146.8,16.2,15.2,2187.0,15.9,50.0,2234.0,20.0
1998,159.6,9.0,8.0,2783.0,10.0,63.0,2820.27,13.0
1999,159.6,19.0,17.8,2625.0,19.8,29.0,2662.0,23.0
2000,157.2,6.9,5.9,2350.0,7.0,57.0,2380.0,7.0
2001,146.8,19.3,18.3,2737.0,22.0,84.0,2802.0,27.0
2002,159.6,21.8,20.7,2490.0,22.0,11.0,2659.0,35.0
2003,146.8,20.4,19.4,2610.0,21.9,20.0,2653.0,24.0
2004,146.8,20.5,18.9,2330.0,20.1,90.0,2353.0,22.0
2005,159.6,20.4,19.6,2880.0,20.1,69.0,2900.0,22.0
2006,146.8,13.3,12.3,2142.0,15.2,89.0,2189.2,16.0
2007,157.0,6.4,5.4,2756.0,6.9,89.0,2779.0,14.0
2008,159.6,19.1,18.1,2656.0,20.6,62.0,2900.0,21.0
2009,159.6,22.5,21.5,2900.0,23.3,86.0,2968.0,27.0
2010,146.8,21.0,20.0,2680.0,21.4,15.0,2800.0,33.0
2011,146.8,18.0,17.0,2310.0,17.4,85.0,2320.0,22.0
2012,157.2,12.0,6.0,2591.0,8.0,86.0,2618.0,9.0
2013,150.2,16.0,15.1,2120.0,15.9,51.0,2234.0,26.0
2014,146.8,18.0,17.0,2232.0,18.4,79.0,2235.0,22.0
2015,146.8,8.6,7.6,2682.0,10.1,32.0,2760.0,21.0
2016,146.8,15.3,14.3,3012.0,15.5,51.0,3049.43,19.0
2017,150.2,20.3,19.3,2264.0,21.0,32.0,2298.0,21.0
2018,159.6,16.4,15.4,2505.0,17.0,22.0,2561.76,22.0
2019,159.6,17.4,16.4,2644.0,18.2,59.0,2662.0,23.0
2020,146.8,20.0,19.0,2478.0,19.2,34.0,2870.0,45.0
2021,146.8,11.0,9.9,2457.0,11.3,38.0,2461.16,14.0
2022,146.8,18.5,17.8,3097.0,19.2,35.0,3099.23,21.0
2023,146.8,19.1,18.1,2822.0,19.3,29.0,2926.84,24.0
2024,146.8,15.0,14.0,2910.0,15.0,33.0,3051.5,19.0
2025,146.8,16.4,15.4,2230.0,16.0,45.0,2234.0,20.0
2026,146.8,14.9,13.9,2290.0,15.4,83.0,2304.0,17.0
2027,146.8,20.7,19.7,3302.0,20.8,54.0,3311.0,21.0
2028,157.2,7.0,6.0,1970.0,6.5,84.0,2590.0,60.0
2029,146.8,19.0,18.0,2580.0,0.8,42.0,2654.0,10.0
2030,146.8,9.0,8.0,2210.0,9.0,15.0,2612.21,32.0
2031,146.8,22.6,21.6,2067.0,22.8,40.0,2289.2,42.0
2032,159.6,23.0,22.0,2994.0,25.4,64.0,3190.0,42.0
2033,146.8,19.0,17.9,2311.0,18.9,58.0,2345.64,22.0
2034,146.8,22.4,21.4,2420.0,24.0,40.0,2427.0,28.0
2035,146.8,23.0,22.5,2623.0,24.0,71.0,2680.0,31.0
2036,146.8,14.0,13.0,2284.0,15.5,33.0,2312.32,18.0
2037,146.8,15.5,14.5,2159.0,15.9,23.0,2410.12,33.0
2038,146.8,13.6,12.9,1803.0,14.0,19.0,2367.0,63.0
2039,146.8,16.3,15.0,2485.0,16.7,90.0,2665.61,25.0
2040,146.8,16.9,15.9,1947.0,16.8,28.0,2328.34,44.0
2041,146.8,19.0,18.0,2111.0,19.7,45.0,2331.3,25.0
2042,146.8,20.2,19.3,3297.0,20.8,50.0,3311.0,22.0
2043,146.8,1.5,,2113.0,2.1,34.0,2250.0,14.0
2044,146.8,20.0,19.0,2601.0,21.5,48.0,2614.6,23.0
2045,146.8,27.0,26.0,2537.0,28.0,49.0,2637.0,37.0
2046,146.8,16.6,15.6,2936.0,16.8,39.0,2947.0,17.0
2047,146.8,25.0,24.0,3304.0,24.3,35.0,3311.0,26.0
2048,146.8,17.2,16.2,2699.0,17.7,55.0,2750.0,21.0
2049,146.8,15.0,14.0,2785.0,15.0,56.0,2803.34,17.0
2050,157.2,7.0,6.0,2430.0,7.2,62.0,2593.84,24.0
2051,146.8,15.6,14.6,2986.0,16.2,50.0,3049.43,55.0
2052,146.8,24.5,23.5,2630.0,25.7,35.0,2632.0,33.0
2053,146.8,10.0,9.0,2341.0,10.0,48.0,2404.17,14.0
2054,146.8,19.7,18.7,2959.0,19.6,21.0,3150.23,30.0
2055,146.8,23.0,22.0,2579.0,25.0,21.0,2653.0,30.0
2056,157.0,7.1,6.0,2229.0,7.7,42.0,2440.0,22.0
2057,146.8,20.5,19.5,2648.0,20.4,21.0,2702.0,22.0
2058,146.8,15.2,14.7,1594.0,16.0,74.0,2190.0,73.0
2059,146.8,21.0,20.0,2331.0,21.7,66.0,2410.12,29.0
2060,146.8,17.8,16.8,2672.0,18.3,77.0,2933.22,42.0
2061,146.8,9.0,8.0,3084.0,9.0,62.0,3119.11,12.0
2062,146.8,23.5,22.5,2799.0,20.0,30.0,2926.84,32.0
2063,146.8,18.7,17.7,3219.0,19.2,24.0,3221.0,21.0
2064,146.8,7.0,6.5,2046.0,7.9,44.0,2366.0,9.0
2065,146.8,17.5,16.5,2873.0,18.6,32.0,2947.0,26.0
2066,159.6,25.0,24.0,2415.0,,15.0,2550.91,14.0
2067,159.6,10.0,8.5,2520.0,12.8,7.0,2824.0,20.0
2068,146.8,12.0,12.0,2969.0,13.0,66.0,2989.17,15.0
2069,146.8,16.5,15.5,3087.0,17.3,34.0,3098.94,20.0
2070,146.8,16.0,15.0,2265.0,17.0,91.0,2290.26,18.0
2071,159.6,9.0,8.0,2921.0,9.0,89.0,3067.98,12.0
2072,146.8,18.4,17.4,2619.0,18.9,90.0,2665.61,27.0
2073,146.8,28.0,27.0,2162.0,29.8,42.0,2310.0,39.0
2074,146.8,18.5,17.5,2185.0,19.5,30.0,2234.0,22.0
2075,146.8,26.5,25.5,2807.0,27.5,20.0,2881.45,40.0
2076,146.8,17.6,16.2,2701.0,18.4,50.0,2728.04,21.0
2077,146.8,16.1,15.1,2117.0,17.3,34.0,2199.99,26.0
2078,159.6,9.7,8.7,2780.0,10.0,62.0,2820.27,14.0
2079,146.8,16.6,15.6,2338.0,17.7,78.0,2475.0,22.0
2080,159.6,27.8,26.8,2316.0,30.1,31.0,2810.0,65.0
2081,146.8,9.5,8.7,3111.0,11.6,28.0,3119.11,14.0
2082,146.8,16.0,15.0,2559.0,16.7,48.0,2614.6,19.0
2083,146.8,17.0,16.2,2417.0,16.7,20.0,2508.02,25.0
2084,150.2,19.0,18.0,2650.0,19.0,70.0,2820.0,24.0
2085,146.8,19.6,18.6,2670.0,19.7,85.0,2681.0,25.0
2086,146.8,20.0,18.4,2236.0,20.0,90.0,2245.6,21.0
2087,146.8,22.5,21.5,2601.0,24.5,22.0,2630.0,33.0
2088,159.6,22.0,21.0,2557.0,23.4,59.0,2622.0,25.0
2089,146.8,14.5,13.5,2890.0,15.0,48.0,3100.0,18.0
2090,146.8,9.1,8.1,2520.0,9.7,72.0,2540.0,10.0
2091,146.8,20.5,19.2,3119.0,21.0,32.0,3140.39,24.0
2092,146.8,9.5,8.5,2321.0,10.3,14.0,2407.22,18.0
2093,146.8,17.3,16.3,2003.0,17.7,25.0,2258.15,39.7
2094,150.2,22.5,21.5,2172.0,25.7,44.0,2298.0,27.0
2095,159.6,16.0,15.5,1675.0,8.8,68.0,2622.0,94.0
2096,150.2,23.0,22.0,2470.0,22.4,14.0,2725.0,31.0
2097,147.0,20.0,6.0,2769.0,7.2,80.0,2779.0,9.0
2098,146.8,16.5,15.5,2936.0,16.0,34.0,2947.0,17.0
2099,159.6,17.0,15.0,3170.0,17.0,36.0,3176.0,17.0
2100,146.8,16.3,15.6,2575.0,18.0,54.0,2614.6,20.0
2101,146.8,22.3,21.3,2674.0,23.0,90.0,2680.0,24.0
2102,146.8,18.4,17.4,2736.0,18.9,72.0,2822.0,24.0
2103,146.8,15.0,8.0,2348.0,10.0,33.0,2402.22,15.0
2104,146.8,8.5,7.4,2801.0,8.5,96.0,2865.12,15.0
2105,159.6,16.2,15.0,2445.0,17.0,42.0,2535.0,29.0
2106,146.8,8.7,8.0,2755.0,9.0,24.0,3131.75,42.0
2107,146.8,27.0,26.2,2659.0,26.7,84.0,2854.0,44.0
2108,146.8,14.9,13.9,2638.0,15.6,81.0,2657.31,18.0
2109,146.8,11.0,10.0,2458.0,11.0,32.0,2491.11,14.0
2110,157.0,7.0,5.9,2040.0,6.5,36.0,2320.0,31.0
2111,146.8,23.6,23.0,2209.0,24.5,77.0,2235.0,27.0
2112,146.8,26.0,25.0,2512.0,26.7,43.0,2637.0,41.0
2113,146.8,22.0,21.0,2633.0,22.3,38.0,2714.0,31.0
2114,150.2,28.0,27.0,2598.0,27.0,20.0,2725.0,39.0
2115,146.8,16.7,15.7,2461.0,16.8,28.0,2957.68,33.0
2116,146.8,29.2,24.5,2005.0,26.2,80.0,2289.0,45.0
2117,150.2,20.0,19.0,1962.0,21.0,56.0,2234.0,46.0
2118,146.8,16.5,15.4,2475.0,15.5,16.0,2508.0,21.0
2119,146.8,20.0,19.0,2947.0,21.5,41.0,3140.39,27.0
2120,146.8,17.0,16.0,2461.0,18.2,75.0,2481.0,20.0
2121,146.8,20.6,19.6,2439.0,21.1,61.0,2450.0,26.0
2122,146.8,17.7,16.7,2310.0,18.0,28.0,2328.34,22.0
2123,146.8,12.7,11.9,2700.0,13.1,68.0,2775.0,23.0
2124,146.8,7.7,6.7,2381.0,9.5,88.0,2442.0,14.0
2125,146.8,17.1,16.1,1904.0,17.4,30.0,2258.15,43.0
2126,146.8,17.9,16.9,2830.0,18.8,32.0,2947.0,27.0
2127,146.8,12.0,11.0,2536.0,13.1,22.0,2591.13,16.0
2128,146.8,18.4,17.2,2633.0,18.4,33.0,3077.98,57.0
2129,146.8,19.5,18.5,2325.0,20.4,36.0,2338.34,29.0
2130,157.2,6.8,5.5,2340.0,7.3,45.0,2359.0,10.0
2131,146.8,19.0,17.0,2528.0,18.0,22.0,2538.2,21.0
2132,146.8,13.0,12.2,2420.0,14.0,75.0,2440.2,17.0
2133,157.2,5.9,4.9,2378.0,6.4,52.0,2380.0,7.0
2134,146.8,15.3,14.3,2628.0,16.2,35.0,2728.04,28.0
2135,159.6,21.0,20.0,1651.0,6.5,36.0,2535.0,104.0
2136,150.2,22.0,21.0,2403.0,22.5,14.0,2548.0,38.0
2137,146.8,25.0,24.0,3205.0,25.5,27.0,3311.0,25.0
2138,146.8,14.5,13.7,2620.0,15.2,25.0,2727.16,18.0
2139,146.8,21.0,20.0,2621.0,22.0,44.0,2870.0,38.0
2140,159.6,26.6,25.6,2568.0,26.3,56.0,2622.0,31.0
2141,157.2,5.7,4.7,2376.0,6.2,48.0,2380.0,7.0
2142,146.8,20.0,18.8,2506.0,21.0,56.0,2582.0,29.0
2143,146.8,23.0,22.0,2633.0,24.0,24.0,2643.0,26.0
2144,159.6,16.7,15.7,2190.0,17.3,30.0,2535.0,27.0
2145,146.8,15.0,14.0,2255.0,15.0,28.0,2328.34,19.0
2146,146.8,21.0,20.1,2359.0,20.5,20.0,2367.13,22.0
2147,146.8,9.0,8.0,2346.0,9.0,76.0,2442.0,16.0
2148,146.8,15.7,14.8,2174.0,11.6,98.0,2262.85,16.0
2149,146.8,20.3,19.3,2200.0,21.2,80.0,2316.77,54.0
2150,146.8,8.0,7.7,2569.0,8.5,75.0,2605.43,11.0
2151,146.8,14.0,13.0,1968.0,14.8,40.0,2199.99,22.0
2152,146.8,7.2,6.3,2170.0,8.1,28.0,2556.04,23.0
2153,150.2,21.0,20.0,2085.0,21.6,68.0,2140.0,26.0
2154,157.0,7.2,6.4,2351.0,8.9,40.0,2435.0,25.0
2155,150.2,20.6,19.6,2267.0,21.1,34.0,2298.0,22.0
2156,146.8,17.3,16.3,2380.0,18.2,46.0,2782.0,48.0
2157,146.8,19.6,18.6,2741.0,21.1,36.0,2877.0,28.0
2158,146.8,17.2,16.3,2562.0,18.7,56.0,2614.6,21.0
2159,146.8,22.0,20.8,2256.0,22.5,80.0,2289.2,24.0
2160,146.8,20.0,20.0,2260.0,20.8,52.0,2331.3,26.0
2161,146.8,13.4,12.4,2480.0,14.2,56.0,2710.0,27.0
2162,146.8,19.4,18.4,2884.0,20.4,18.0,3098.94,39.0
2163,146.8,20.5,19.7,2596.0,21.4,44.0,2614.6,24.0
2164,146.8,20.5,19.5,2261.0,21.0,38.0,2403.0,30.0
2165,146.8,17.0,16.0,2265.0,17.0,91.0,2290.26,19.0
2166,146.8,21.0,20.0,2439.0,21.5,60.0,2450.0,25.0
2167,146.8,18.6,17.6,3006.0,19.0,44.0,3036.0,27.0
2168,159.6,19.0,17.8,2413.0,19.1,30.0,2560.0,23.0
2169,146.8,7.1,6.6,2236.0,8.3,34.0,2366.0,17.0
2170,146.8,6.0,5.0,2360.0,6.5,60.0,2556.04,8.0
2171,159.6,10.0,9.0,2228.0,10.5,49.0,2771.0,37.0
2172,146.8,7.0,6.0,2251.0,7.5,32.0,2556.04,25.0
2173,146.8,20.0,19.2,2265.0,20.5,54.0,2331.3,25.0
2174,146.8,9.1,8.1,2579.0,9.7,70.0,2605.43,11.0
2175,129.0,21.9,20.9,2251.0,22.4,89.0,2262.0,24.0
2176,146.8,18.8,17.8,2259.0,19.7,86.0,2316.0,22.0
2177,146.8,16.7,15.7,2419.0,17.0,84.0,2429.25,21.0
2178,146.8,20.6,20.0,2255.0,21.0,36.0,2269.32,27.0
2179,146.8,20.0,19.0,2805.0,21.2,66.0,2909.24,26.0
2180,159.6,17.7,16.7,2519.0,18.2,22.0,2561.76,22.0
2181,146.8,10.0,8.7,2311.0,10.7,27.0,2402.22,17.0
2182,146.8,16.2,15.4,2750.0,17.2,11.0,2803.34,22.0
2183,159.6,28.5,27.5,2548.0,27.7,62.0,2622.0,33.0
2184,146.8,23.0,22.0,2791.0,24.1,18.0,2820.61,30.0
2185,146.8,21.0,20.0,2235.0,21.1,60.0,2331.3,27.0
2186,146.8,23.0,22.0,2275.0,24.3,65.0,2321.36,29.0
2187,159.6,9.5,8.5,2614.0,11.2,57.0,2670.19,16.0
2188,146.8,13.0,12.0,2968.0,13.0,30.0,3050.0,24.0
2189,146.8,17.9,16.9,2863.0,18.5,62.0,2909.24,21.0
2190,159.6,27.9,26.9,2530.0,28.4,10.0,2550.91,29.0
2191,157.0,7.1,6.2,2318.0,7.9,42.0,2435.0,18.0
2192,146.8,27.0,26.1,2265.0,27.8,35.0,2316.0,32.0
2193,157.2,7.0,6.0,2636.0,7.6,16.0,2664.03,10.0
2194,146.8,17.3,16.3,3004.0,17.4,62.0,3033.75,21.0
2195,159.6,9.0,8.0,2742.0,10.0,75.0,2765.0,14.0
2196,146.8,1.0,0.1,2265.0,1.6,54.0,2270.0,5.0
2197,146.8,7.3,6.1,2245.0,7.9,46.0,2366.0,13.0
2198,146.8,7.0,6.0,2543.0,7.6,59.0,2556.04,8.0
2199,157.2,7.0,6.0,2284.0,7.6,47.0,2359.0,10.0
2200,159.6,9.5,8.4,2333.0,9.6,11.0,2824.0,19.0
2201,146.8,21.9,20.9,2269.0,22.0,56.0,2316.0,26.0
2202,146.8,22.4,21.4,2606.0,23.0,72.0,2790.0,25.0
2203,146.8,16.3,15.3,2221.0,16.4,76.0,2245.52,18.0
2204,157.2,7.0,6.0,2642.0,7.6,20.0,2664.03,11.0
2205,146.8,28.0,27.0,2543.0,29.5,27.0,2653.0,37.0
2206,159.6,16.0,15.0,2370.0,15.7,41.0,2535.0,31.0
2207,146.8,16.9,15.9,2115.0,17.4,84.0,2500.28,41.0
2208,146.8,18.0,17.2,2318.0,18.4,19.0,2414.97,28.0
2209,146.8,19.0,18.0,2752.0,19.7,85.0,2790.0,23.0
2210,146.8,15.0,14.0,2202.25,16.0,31.0,2237.0,21.0
2211,146.8,1.0,0.1,1691.0,0.5,23.0,2280.0,29.0
2212,159.6,19.0,18.0,2885.0,19.0,63.0,2900.0,20.0
2213,146.8,14.8,13.8,3080.0,14.7,30.0,3098.94,18.0
2214,146.8,16.0,15.0,2579.0,16.5,74.0,2614.6,19.0
2215,146.8,19.0,17.3,2354.0,19.4,19.0,2414.97,27.0
2216,146.8,18.0,17.0,2100.0,21.2,22.0,2426.64,43.0
2217,157.0,7.0,6.0,2735.0,7.5,94.0,2779.0,12.0
2218,146.8,20.0,19.0,1640.0,20.2,50.0,2294.0,66.0
2219,146.8,10.0,9.0,2384.0,11.1,50.0,2404.17,14.0
2220,146.8,16.5,15.6,2449.0,18.0,84.0,2500.28,19.0
2221,146.8,16.0,15.0,2166.0,16.4,24.0,2559.0,33.0
2222,146.8,15.5,14.5,2432.0,16.0,40.0,2653.0,28.0
2223,146.8,17.9,16.9,2226.0,18.4,75.0,2235.0,21.0
2224,157.2,6.3,5.3,2660.0,6.7,24.0,2664.03,8.0
2225,146.8,19.5,18.5,2315.0,20.8,61.0,2321.36,27.0
2226,146.8,23.0,22.0,2163.0,23.9,65.0,2235.0,30.0
2227,146.8,17.2,16.2,2603.0,18.3,91.0,2680.0,25.0
2228,146.8,17.0,16.0,2960.0,19.9,40.0,3140.39,34.0
2229,146.8,28.5,27.5,3273.0,28.5,24.0,3311.0,32.0
2230,146.8,16.4,15.4,2519.0,18.0,68.0,2614.6,19.0
2231,146.8,21.0,20.0,2872.0,21.0,86.0,2909.24,22.0
2232,159.6,16.5,15.5,2820.0,17.4,52.0,2825.8,18.0
2233,146.8,21.0,20.0,2370.0,20.9,18.0,2387.49,21.0
2234,146.8,14.0,13.0,2926.0,15.0,55.0,2980.75,22.0
2235,157.2,7.0,6.0,2364.0,7.1,60.0,2365.0,8.0
2236,159.6,9.1,8.2,1699.0,8.4,54.0,2525.0,74.0
2237,159.6,18.0,17.1,2398.0,19.5,13.0,2659.0,43.0
2238,146.8,7.7,6.7,2744.0,7.8,87.0,2861.87,15.0
2239,146.8,16.0,15.0,2945.0,17.0,76.0,3001.42,23.0
2240,146.8,15.0,14.3,2991.0,15.2,30.0,3027.0,20.0
2241,146.8,16.3,15.3,2219.0,16.9,30.0,2328.34,22.0
2242,146.8,17.0,16.1,2296.0,20.7,26.0,2426.64,24.0
2243,146.8,17.0,16.0,2404.0,17.1,21.0,2410.12,27.0
2244,146.8,16.5,15.5,2650.0,17.3,80.0,2681.0,21.0
2245,146.8,16.7,16.0,2316.0,17.2,22.0,2328.34,21.0
2246,146.8,24.0,23.0,2565.0,24.6,51.0,2613.0,33.0
2247,146.8,18.5,17.1,2986.0,18.5,26.0,3099.23,24.0
2248,159.6,16.5,15.5,1980.0,17.4,5.0,2550.91,71.0
2249,146.8,9.4,8.4,2103.0,10.2,14.0,2402.22,33.0
2250,157.2,7.0,6.0,2248.0,7.1,61.0,2365.0,10.0
2251,146.8,23.0,22.0,2344.0,23.0,13.0,2654.0,45.0
2252,146.8,17.1,16.0,2547.0,17.1,38.0,2614.6,19.0
2253,150.2,24.5,23.8,2700.0,25.8,15.0,2725.0,33.0
2254,146.8,9.0,8.0,2754.0,9.1,92.0,2865.12,17.0
2255,146.8,16.7,15.7,2810.0,17.7,63.0,2909.0,24.0
2256,146.8,19.6,18.6,3040.0,21.2,43.0,3106.26,28.0
2257,146.8,23.0,22.0,2890.0,22.7,30.0,2926.84,23.0
2258,146.8,16.5,15.5,2810.0,17.8,35.0,3077.98,39.0
2259,146.8,15.0,14.0,2361.0,15.0,19.0,2426.64,21.0
2260,146.8,10.0,9.0,3080.0,10.7,64.0,3119.11,13.0
2261,150.2,20.0,19.0,2709.0,21.0,29.0,2731.0,25.0
2262,146.8,18.0,17.0,2805.0,18.0,70.0,2875.29,22.0
2263,146.8,15.8,14.8,3195.0,16.5,54.0,3200.0,20.0
2264,146.8,20.0,19.0,3085.0,21.0,39.0,3099.23,22.0
2265,150.2,13.2,12.2,2200.0,14.0,68.0,2229.54,15.0
2266,146.8,22.8,21.8,2836.0,22.4,28.0,2875.29,26.0
2267,146.8,17.6,16.2,2758.0,18.2,13.0,2800.0,22.0
2268,146.8,14.5,13.5,2676.0,15.0,59.0,2749.24,18.0
2269,146.8,9.0,7.2,3065.0,11.0,23.0,3119.11,17.0
2270,146.8,14.4,13.4,2780.0,14.1,53.0,2803.34,17.0
2271,150.2,24.5,23.6,2081.0,25.5,25.0,2298.0,44.0
2272,146.8,9.2,8.5,2041.0,9.5,18.0,2286.0,15.0
2273,146.8,20.0,19.0,2370.0,20.4,52.0,2412.84,23.0
2274,159.6,10.0,9.0,2982.0,10.0,92.0,3067.98,13.0
2275,146.8,26.7,26.0,2400.0,27.6,19.0,2450.0,35.0
2276,146.8,17.9,16.8,2434.0,18.0,48.0,2710.63,38.0
2277,146.8,21.0,20.1,2364.0,20.5,19.0,2367.13,22.0
2278,146.8,22.0,21.0,2250.0,23.5,67.0,2321.36,29.0
2279,146.8,10.0,9.0,2491.0,10.0,52.0,2560.0,17.0
2280,146.8,16.4,15.4,2509.0,16.0,50.0,3049.43,63.0
2281,146.8,14.0,13.0,2715.0,14.0,44.0,2731.0,19.0
2282,146.8,23.0,22.0,2549.0,23.3,35.0,2572.26,34.0
2283,146.8,18.4,17.4,2268.0,18.4,46.0,2310.1,26.0
2284,159.6,25.7,24.7,2530.0,27.5,82.0,2570.0,32.0
2285,146.8,21.0,20.0,2293.0,22.0,25.0,2414.97,33.0
2286,159.6,23.0,21.5,2568.0,22.5,84.0,2570.0,23.0
2287,146.8,23.0,21.6,2160.0,23.0,33.0,2310.0,31.0
2288,159.6,20.5,19.3,2614.0,0.1,72.0,2810.0,19.0
2289,146.8,28.0,26.5,2631.0,26.8,58.0,2680.0,36.0
2290,146.8,21.2,20.2,2350.0,23.0,18.0,2414.97,28.0
2291,146.8,12.0,10.9,2472.0,13.0,29.0,2491.11,15.0
2292,150.2,20.3,19.3,2108.0,21.0,70.0,2140.0,27.0
2293,146.8,27.8,26.8,2748.0,26.8,83.0,2854.0,36.0
2294,157.2,6.6,5.6,2358.0,7.0,90.0,2365.0,8.0
2295,146.8,20.0,19.0,2516.0,22.3,45.0,2560.05,29.0
2296,146.8,15.0,14.0,2926.0,10.8,43.0,2930.0,11.0
2297,146.8,10.0,9.0,1496.0,9.7,28.0,2286.0,62.0
2298,146.8,20.6,19.4,2829.0,21.4,34.0,2947.0,32.0
2299,146.8,10.9,9.9,2700.0,12.0,87.0,2750.36,17.0
2300,146.8,20.0,19.3,2775.0,20.4,61.0,2782.0,21.0
2301,146.8,23.0,22.0,2502.0,24.2,36.0,2572.26,42.0
2302,146.8,7.0,6.0,2438.0,8.0,54.0,2443.63,10.0
2303,159.6,23.5,22.5,3074.0,22.6,33.0,3172.09,31.0
2304,146.8,6.2,5.2,2484.0,7.9,87.0,2551.94,9.0
2305,146.8,16.7,15.7,3208.0,17.0,21.0,3221.0,17.0
2306,146.8,7.6,6.6,2180.0,7.8,80.0,2442.0,14.0
2307,146.8,27.0,26.0,2796.0,27.0,28.0,2851.0,33.0
2308,146.8,28.0,27.0,2383.0,27.3,97.0,2652.0,38.0
2309,159.6,52.0,17.2,2929.0,19.7,77.0,3185.0,20.0
2310,146.8,23.0,22.0,2341.0,23.6,32.0,2714.0,53.0
2311,146.8,18.5,17.5,2969.0,19.9,61.0,3033.75,22.0
2312,146.8,10.0,9.0,2382.0,10.0,63.0,2656.0,33.0
2313,146.8,15.0,14.0,2280.0,15.0,28.0,2328.34,17.0
2314,159.6,23.0,21.7,2581.0,0.3,34.0,2810.0,19.0
2315,146.8,15.9,15.1,2365.0,16.9,42.0,2710.63,40.0
2316,146.8,20.4,19.4,2780.0,20.6,36.0,2851.0,25.0
2317,159.6,8.6,7.6,2412.0,9.3,58.0,2525.0,19.0
2318,159.6,17.0,16.1,2280.0,18.2,14.0,2659.0,49.0
2319,159.6,21.0,20.2,1919.0,21.5,36.0,2560.0,64.0
2320,146.8,16.5,15.7,3088.0,17.0,35.0,3099.23,22.0
2321,159.6,12.0,7.6,3060.0,8.8,86.0,3122.82,13.0
2322,159.6,19.0,18.0,2617.0,20.0,20.0,2662.0,23.0
2323,157.2,10.0,9.0,2120.0,11.3,18.0,2350.0,32.0
2324,146.8,22.8,21.8,2837.0,23.8,66.0,2870.0,30.0
2325,146.8,9.2,8.4,1398.0,8.3,82.0,2605.43,131.0
2326,146.8,16.0,15.0,2455.0,16.4,24.0,2559.0,25.0
2327,146.8,22.7,21.7,2640.0,23.0,17.0,2643.0,26.0
2328,146.8,27.0,26.0,1731.0,28.0,86.0,2289.0,79.0
2329,146.8,17.1,16.1,2842.0,18.1,74.0,2968.57,52.0
2330,146.8,19.6,18.5,2173.0,19.6,89.0,2245.6,23.0
2331,146.8,22.0,21.0,2409.0,24.1,48.0,2582.0,31.0
2332,146.8,27.0,26.0,2670.0,26.0,73.0,2875.29,48.0
2333,146.8,23.0,22.0,2754.0,24.3,27.0,2881.45,38.0
2334,146.8,17.0,16.0,2865.0,18.2,80.0,2871.0,24.0
2335,150.2,20.1,18.7,2181.0,21.0,36.0,2298.0,26.0
2336,146.8,16.3,15.6,2799.0,17.7,16.0,2800.0,20.0
2337,146.8,22.0,21.0,2660.0,23.2,12.0,2678.0,26.0
2338,146.8,16.7,15.7,2936.0,17.8,34.0,2947.0,23.0
2339,150.2,20.3,19.3,2686.0,20.0,28.0,2731.0,27.0
2340,146.8,16.6,15.6,2769.0,17.2,12.0,3098.94,45.0
2341,146.8,25.5,24.2,1894.0,26.2,70.0,2340.0,56.0
2342,146.8,16.2,15.2,2810.0,16.2,76.0,2822.0,21.0
2343,146.8,17.0,16.0,2720.0,18.1,24.0,2729.16,24.0
2344,146.8,17.8,16.8,2385.0,21.8,24.0,2426.64,26.0
